VBS_sample_id,contributor,country,location,collection_year,collection_month,latitude,longitude,date_of_collection,collection_context,collection_method,collection_time,collector_sample_id,sample_type,specimen_sex_partner,specimen_storage_partner,Lifestage,dna_extraction_method_partner,sample_type_received,body_part_lab,dna_extraction_method_lab,total_dna_lab,species_pcr,sequencing_pipeline,mean_cov,median_cov,modal_cov,mean_cov_2RL,median_cov_2RL,mode_cov_2RL,mean_cov_3RL,median_cov_3RL,mode_cov_3RL,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,pc_contam,LLR,sex_call,PCA_QC_outlier,FILTER_frac_genome_cov,FILTER_median_cov,FILTER_contamination,FILTER_nosexcall,FILTER_divergence,FILTER_pca,sample_set,adm_level,geographic_cohort,geographic_cohort_code,geographic_cohort_colour,geographic_cohort_shape,PCA_cohort,PCA_cohort_colour,karyotype_3La,karyotype_3Ra,karyotype_3Rb,karyotype_2Ra,karyotype_2Rh,karyotype_2Rt,mitochondrial_id,subset_1,subset_2,subset_3,heterozygous_sites,raw_total_sequences,reads_mapped,reads_mapped_and_paired,reads_unmapped,reads_properly_paired,reads_paired,reads_duplicated,reads_MQ0,non-primary_alignments,total_length,bases_mapped,bases_mapped_(cigar),bases_duplicated,mismatches,error_rate,average_quality,insert_size_average,insert_size_standard_deviation,inward_oriented_pairs,outward_oriented_pairs,pairs_with_other_orientation,pairs_on_different_chromosomes,ena_run_accessions
VBS17219,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,37,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,115.3,fun,STD,27.87,27,27,28.04,27,27,27.97,27,27,26.64,26,27,0.939,0.01891,1.713,1920.535,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2660850,74014858,60471735,58521546,13543123,54015158,74014858,6037233,14560102,3434455,11176243558,9131231985,8502405561,911622183,231418761,0.0272,37.1,632.6,1176.1,26654315,852666,277274,1358514,"ERR2659730,ERR2659765,ERR2659800"
VBS17220,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,38,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,205.9,fun,STD,36.6,36,36,36.86,36,36,36.63,36,36,35.2,35,36,0.941,0.01931,1.393,1977.282,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/+,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2798695,80182234,79136912,78710228,1045322,72784434,80182234,10037989,16393823,4652956,12107517334,11949673712,11442531305,1515736339,315738884,0.0276,37.3,617.2,1144.4,35827074,1248177,348215,1788939,"ERR2659420,ERR2659455,ERR2659490"
VBS17221,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,43,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,153.2,fun,STD,35.25,35,35,35.63,35,35,35.31,35,35,33.18,34,35,0.942,0.01871,1.545,2090.441,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2779461,70577494,67519579,66686150,3057915,61705684,70577494,5475111,11548946,3956094,10657201594,10195456429,9692482688,826741761,280101509,0.0289,36.9,652.5,1177.6,30560282,902337,320705,1459907,"ERR2659806,ERR2659841,ERR2659876"
VBS17222,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,44,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,154.9,fun,STD,35.77,35,35,35.99,35,35,35.85,35,35,34.33,34,35,0.941,0.01907,1.212,1518.683,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3Ra/a,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2732653,75895978,74485667,74022316,1410311,68625100,75895978,8214762,14843669,4364169,11460292678,11247335717,10765353393,1240429062,292372217,0.0272,37.5,594,1123.7,33858812,1060221,313748,1636205,"ERR2659282,ERR2659317,ERR2659352"
VBS17224,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,46,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,199.4,fun,STD,30.59,30,30,30.84,30,30,30.68,30,30,29.03,29,30,0.938,0.01925,1.532,1906.781,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/a,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2727861,66031220,64404633,63854366,1626587,59042310,66031220,5761972,14575393,3693744,9970714220,9725099583,9258970004,870057772,257617714,0.0278,36.9,644.2,1154.6,29229290,831590,291707,1472909,"ERR2659733,ERR2659768,ERR2659803"
VBS17225,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,47,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,164.4,fun,STD,32.08,32,32,32.31,32,32,32.2,32,32,30.44,30,31,0.939,0.01895,1.783,2394.378,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2716500,66297826,65456574,65071364,841252,60171280,66297826,5009697,13787061,3783152,10010971726,9883942674,9447369542,756464247,268866608,0.0285,36.8,649.6,1136.8,29678877,960534,279685,1504872,"ERR2659812,ERR2659847,ERR2659882"
VBS17226,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,48,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,137.9,fun,STD,30.87,30,30,30.88,30,30,30.92,30,30,30.57,29,30,0.941,0.01899,1.535,2184.885,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/+,3Rb/b,2R+/+,2R+/h,2R+/t,funestus-lineageI-clusterB,Y,Y,Y,2670999,73363338,68684244,67334486,4679094,61537874,73363338,6865329,16559520,4422639,11077864038,10371320844,9713038369,1036664679,268278838,0.0276,36.9,645.9,1230.6,30304455,1101704,341972,1776418,"ERR2659722,ERR2659757,ERR2659792"
VBS17227,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,49,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,154.6,fun,STD,31.66,31,31,31.91,31,31,31.7,31,31,30.31,30,31,0.941,0.01921,1.817,2271.686,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/a,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2845532,64511316,63727346,63361074,783970,58430686,64511316,6066916,12183329,4000021,9741208716,9622829246,9174442899,916104316,265713662,0.029,36.7,667,1181.7,28894286,891644,305125,1454862,"ERR2659725,ERR2659760,ERR2659795"
VBS17228,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,50,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,174.8,fun,STD,34.73,34,34,35.06,35,34,34.76,34,34,33.02,33,34,0.94,0.01919,1.726,2175.883,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/a,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2813969,71008452,70085018,69665926,923434,64468858,71008452,5128669,15048075,4117178,10722276252,10582837718,10107536179,774429019,286398368,0.0283,36.8,656.1,1159.3,31918865,905098,320545,1566857,"ERR2659809,ERR2659844,ERR2659879"
VBS17229,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,51,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,122.8,fun,STD,38.8,38,38,39.03,39,38,38.94,38,38,37.13,37,38,0.942,0.01907,1.477,2264.547,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/+,3R+/b,2R+/a,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2789924,82075672,80871098,80379538,1204574,74402942,82075672,6565090,17831884,4557879,12393426472,12211535798,11680512356,991328590,325818856,0.0279,36.9,623.9,1135.5,36738447,1127437,343898,1847365,"ERR2659825,ERR2659860,ERR2659895"
VBS17230,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,53,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,172.2,fun,STD,31.58,31,31,31.84,31,31,31.67,31,31,29.95,30,31,0.939,0.01889,1.487,1599.658,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/a,3R+/b,2R+/+,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2819264,67216224,65739232,65131474,1476992,60039052,67216224,6310674,13789867,3951943,10149649824,9926624032,9433619813,952911774,263574909,0.0279,36.9,646.8,1174.5,29682947,915373,303967,1554696,"ERR2659726,ERR2659761,ERR2659796"
VBS17231,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,56,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,158.3,fun,STD,32.47,32,32,32.68,32,32,32.58,32,32,31.02,31,32,0.941,0.0187,1.468,1812.746,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/+,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2770153,65546750,64893938,64581708,652812,59876538,65546750,4885027,13346433,3600059,9897559250,9798984638,9392473289,737639077,263567691,0.0281,36.8,635.6,1129.7,29654754,842489,283448,1406784,"ERR2659821,ERR2659856,ERR2659891"
VBS17233,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,58,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,164.5,fun,STD,30.41,30,30,30.59,30,30,30.49,30,30,29.26,29,29,0.941,0.01883,1.566,1746.064,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3Ra/a,3R+/b,2R+/a,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2821683,67886744,65985604,65291660,1901140,60182418,67886744,6244197,15104397,3910237,10250898344,9963826204,9443456946,942873747,260891536,0.0276,36.8,656.1,1180.5,29724859,936753,307483,1551547,"ERR2659718,ERR2659753,ERR2659788"
VBS17234,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,59,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,180.1,fun,STD,34.83,34,34,35.08,35,34,34.88,34,34,33.44,33,34,0.941,0.01893,1.514,1902.758,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/a,3R+/b,2R+/+,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2843380,72421528,71012784,70538954,1408744,65194202,72421528,7348964,13459605,4218972,10935650728,10722930384,10247711378,1109693564,283580556,0.0277,37.3,639.2,1170.4,32255894,991314,323134,1585478,"ERR2659299,ERR2659334,ERR2659369"
VBS17235,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,61,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,148.9,fun,STD,35.81,35,35,35.95,35,35,35.83,35,35,35.02,34,35,0.941,0.01932,1.274,1679.652,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/+,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2787836,77625174,75777668,75261200,1847506,69504790,77625174,8380145,15556484,4432432,11721401274,11442427868,10930974707,1265401895,303843705,0.0278,37.3,626.6,1156.8,34257990,1164760,333072,1730954,"ERR2659294,ERR2659329,ERR2659364"
VBS17236,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,62,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,155.1,fun,STD,31.81,31,31,32,31,31,31.82,31,31,30.85,30,31,0.941,0.01902,1.26,1348.91,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/a,3Rb/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2763605,71340412,69679254,69148804,1661158,63748344,71340412,7646352,15251363,4066827,10772402212,10521567354,10037165493,1154599152,275249839,0.0274,37.4,615.9,1158.6,31327215,1164541,311459,1632054,"ERR2659283,ERR2659318,ERR2659353"
VBS17237,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,64,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,139.4,fun,STD,31.53,31,31,31.64,31,31,31.63,31,31,30.55,30,30,0.941,0.01865,2.053,2985.696,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/+,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2742024,68832588,65614469,64818636,3218119,59753086,68832588,6589910,13467637,3913248,10393720788,9907784819,9405218308,995076410,262308745,0.0279,37,637.2,1177.4,29451483,1016368,298950,1516904,"ERR2659717,ERR2659752,ERR2659787"
VBS17238,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,66,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,142.5,fun,STD,35.16,35,35,35.42,35,35,35.34,35,35,33.22,33,34,0.94,0.01906,1.495,1939.436,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/a,3Rb/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2751161,74770898,71745462,70907400,3025436,65595052,74770898,6471705,14889911,4041611,11290405598,10833564762,10312248198,977227455,286703856,0.0278,36.9,652.7,1178.9,32494847,946489,352970,1556964,"ERR2659590,ERR2659625,ERR2659660"
VBS17239,Charles Wondji,Cameroon,Mibellon,2014,8,6.0833333,11.5,1/8/2014,Indoor,Indoor resting catch,06:30 to 10:00,67,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,89.4,fun,STD,93.06,94,94,93.74,94,95,93.32,94,94,88.83,91,93,0.949,0.01929,1.19,4568.065,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Adamawa, Mayo-Banyo",Cameroon_Adamawa,CM,#d62728,circle,Equatorial,#d62728,3La/a,3R+/+,3Rb/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2733917,221866682,202159603,198362788,19707079,182985502,221866682,22892317,44873328,12294199,33501868982,30526100053,28805922662,3456739867,783643496,0.0272,37.1,630.2,1172,90444196,2793933,927360,4621241,"ERR2659583,ERR2659618,ERR2659653,ERR2602471,ERR2602479"
VBS17240,Charles Wondji,Ghana,Obuasi,2014,3,5.9333333,-1.6166666,1/3/2014,Indoor,Indoor resting catch,06:30 to 10:00,292,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,182.4,fun,STD,39.39,39,39,39.8,39,39,39.43,39,39,37.23,38,39,0.942,0.01865,1.35,1768.736,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Ashanti Region,",Ghana_Ashanti-Region,GH-A,#2ca02c,circle,Equatorial,#d62728,3La/a,3R+/a,3R+/b,2R+/+,2Rh/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2737630,80498526,78466953,77977664,2031573,72809812,80498526,6401992,16129299,4148305,12155277426,11848509903,11380043572,966700792,302162727,0.0266,37.3,606.5,1088,36127498,889282,323120,1542461,"ERR2659672,ERR2659917,ERR2659952"
VBS17241,Charles Wondji,Ghana,Obuasi,2014,3,5.9333333,-1.6166666,1/3/2014,Indoor,Indoor resting catch,06:30 to 10:00,294,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,193.6,fun,STD,37.34,37,37,37.59,37,37,37.45,37,37,35.65,36,36,0.941,0.01876,1.356,1830.294,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Ashanti Region,",Ghana_Ashanti-Region,GH-A,#2ca02c,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2782260,79613702,74474025,73484324,5139677,68271310,79613702,6581686,14299591,4172448,12021669002,11245577775,10716785453,993834586,295376975,0.0276,37.2,631.1,1141.7,33813843,974440,328648,1512450,"ERR2659697,ERR2659942,ERR2659977"
VBS17242,Charles Wondji,Ghana,Obuasi,2014,3,5.9333333,-1.6166666,1/3/2014,Indoor,Indoor resting catch,06:30 to 10:00,296,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,175.8,fun,STD,34.45,34,34,34.66,34,34,34.37,34,34,33.7,33,33,0.941,0.01867,1.177,1328.553,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Ashanti Region,",Ghana_Ashanti-Region,GH-A,#2ca02c,circle,Equatorial,#d62728,3La/a,3R+/a,3R+/b,2R+/+,2Rh/h,2R+/+,funestus-lineageII,Y,Y,Y,2755120,74979336,74179463,73880030,799873,68417160,74979336,9004091,15507570,4242428,11321879736,11201098913,10750713013,1359617741,283687460,0.0264,37.7,614.8,1118.9,33737962,1102271,304589,1652564,"ERR2659416,ERR2659451,ERR2659486"
VBS17243,Charles Wondji,Ghana,Obuasi,2014,3,5.9333333,-1.6166666,1/3/2014,Indoor,Indoor resting catch,06:30 to 10:00,298,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,150.1,fun,STD,34.69,34,34,35.04,35,34,34.63,34,34,33.18,33,34,0.942,0.01846,1.5,1989.383,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Ashanti Region,",Ghana_Ashanti-Region,GH-A,#2ca02c,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/+,2Rh/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2670901,69758822,68922660,68580054,836162,63734250,69758822,5407074,13695134,3718292,10533582122,10407321660,9980563742,816468174,279950039,0.028,36.8,633.8,1115.7,31512267,919943,290833,1467553,"ERR2659835,ERR2659870,ERR2659905"
VBS17244,Charles Wondji,Ghana,Obuasi,2014,3,5.9333333,-1.6166666,1/3/2014,Indoor,Indoor resting catch,06:30 to 10:00,299,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,119.6,fun,STD,33.12,33,33,33.4,33,33,33.17,33,33,31.59,32,32,0.94,0.01884,1.239,1431.983,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Ashanti Region,",Ghana_Ashanti-Region,GH-A,#2ca02c,circle,Equatorial,#d62728,3La/a,3R+/a,3Rb/b,2R+/a,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2806576,70816672,68034005,67497882,2782667,62710650,70816672,8165603,12599102,3754456,10693317472,10273134755,9839794859,1233006053,268744791,0.0273,37.6,620.8,1121.7,30933169,993446,291056,1421228,"ERR2659401,ERR2659436,ERR2659471"
VBS17245,Charles Wondji,Ghana,Obuasi,2014,3,5.9333333,-1.6166666,1/3/2014,Indoor,Indoor resting catch,06:30 to 10:00,304,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,145.5,fun,STD,38.71,38,39,39.1,39,39,38.84,38,38,36.28,37,38,0.941,0.01846,1.4,2029.895,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Ashanti Region,",Ghana_Ashanti-Region,GH-A,#2ca02c,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/+,2Rh/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2685922,78076020,76968607,76589242,1107413,71337376,78076020,7198755,14674399,4139362,11789479020,11622259657,11174439098,1087012005,306168090,0.0274,36.9,630.5,1111.3,35341722,988126,325938,1525153,"ERR2659584,ERR2659619,ERR2659654"
VBS17246,Charles Wondji,Ghana,Obuasi,2014,3,5.9333333,-1.6166666,1/3/2014,Indoor,Indoor resting catch,06:30 to 10:00,305,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,172.5,fun,STD,90.99,92,93,91.96,92,93,91.12,92,93,85.84,89,92,0.95,0.01904,1.618,7369.074,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Ashanti Region,",Ghana_Ashanti-Region,GH-A,#2ca02c,circle,Equatorial,#d62728,3La/a,3R+/a,3R+/b,2R+/a,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2829241,218492294,189421869,184338638,29070425,170602576,218492294,21270818,38703684,11281574,32992336394,28602702219,26799128563,3211893518,726654833,0.0271,37.2,621,1183.1,84450025,2491310,920132,4024069,"ERR2659669,ERR2659914,ERR2659949,ERR2602473,ERR2602481"
VBS17247,Charles Wondji,Ghana,Obuasi,2014,3,5.9333333,-1.6166666,1/3/2014,Indoor,Indoor resting catch,06:30 to 10:00,309,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,247.4,fun,STD,35.74,35,35,35.9,35,35,35.97,35,35,34.06,34,35,0.942,0.01847,0.998,1031.714,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Ashanti Region,",Ghana_Ashanti-Region,GH-A,#2ca02c,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/+,2Rh/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2664117,70933346,70264248,69948714,669098,64937426,70933346,6357381,12817253,4023883,10710935246,10609901448,10186945348,959964531,278111268,0.0273,37.2,633.9,1136.7,32107688,960592,312676,1474407,"ERR2659198,ERR2659502,ERR2659536"
VBS17248,Charles Wondji,Ghana,Obuasi,2014,3,5.9333333,-1.6166666,1/3/2014,Indoor,Indoor resting catch,06:30 to 10:00,310,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,203.5,fun,STD,94.68,96,97,95.92,96,97,94.67,96,97,88.78,93,96,0.95,0.01851,1.112,4230.879,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Ashanti Region,",Ghana_Ashanti-Region,GH-A,#2ca02c,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/+,2Rh/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2670011,196610524,193524552,192532714,3085972,179328132,196610524,18221746,39116629,10400463,29688189124,29222207352,28074359411,2751483646,745102574,0.0265,37,615.9,1098.8,88981222,2224596,807026,3988712,"ERR2659693,ERR2659938,ERR2659973,ERR2602476,ERR2602484"
